id,car_model,car_model_year,car_color,location_city,cost,description
a5315108-6f31-4785-9f12-724d7cb3d03e,Avalanche,2002,Green,Tumba,637.57,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
d29b3aec-3ab2-4634-a987-1c104d75ffe9,Fleetwood,1992,Violet,Rungis,323.70,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
114e9332-b01b-4071-b71f-690859dd8674,Town Car,2003,Pink,Karlstad,2684.61,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
5e43caae-e6b2-41ee-8bed-8e154e4e4cae,Esperante,2007,Orange,Montauban,2813.91,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
2475cf72-3e16-440a-aeb6-18aeb9bd86e9,Silverado 2500,2003,Puce,Zhetang,716.03,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
2bda2503-4eb4-4e5b-864e-f7e527d1c853,Windstar,2001,Orange,Rumilly,2429.82,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
2d7eca4f-8212-4959-a314-e9b9106833da,Quest,2011,Khaki,Campoalegre,542.43,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
ca115557-01d8-4c54-99b3-421ca2cf9444,XLR-V,2009,Green,Whakatane,2910.23,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
51325229-041e-455d-bbf7-8faa3c851a35,Corvette,1964,Puce,Ivoti,2667.16,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
009ca07d-ac58-4d10-9522-4c7f4a6d81c1,Yukon XL 1500,2001,Blue,Necochea,1639.70,In congue. Etiam justo. Etiam pretium iaculis justo.
de34677d-aed0-4fb9-8b27-6fca84a7c289,Expedition,2000,Fuscia,Grebnevo,636.31,Fusce consequat. Nulla nisl. Nunc nisl.
22510908-2420-4631-a4c4-8f7e88fc907e,200,1990,Turquoise,Dalududalu,699.62,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
24f70bdb-b9e1-47d6-8856-b907bd55bb77,Crown Victoria,1999,Red,Lazaro Cardenas,1703.60,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
54f910ea-5f98-4fe4-9d5d-a3d90f046045,Camry,2007,Mauv,Blumbang,3850.59,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
9f63fe3b-8e91-4d8a-8fba-9b19c3e88a21,Q,2000,Purple,Jajarkrajan,463.94,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
c603b67a-65b4-4658-b732-052ced6dd82b,Evora,2012,Purple,Ágios Efstrátios,3112.03,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
368846ac-41ce-4616-ab07-008aea9e8516,Civic,1990,Khaki,Tosu,3218.12,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
b15365e4-3157-46e9-8401-c1ae05e11781,Rio,2011,Violet,Shanmuqiao,1652.31,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
7fa3f3a2-a364-42a4-a0bb-be0fc8f00d92,Sentra,2007,Blue,Hetang,101.30,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
d800738c-5154-41bf-bf71-635257bb4546,RX,2002,Goldenrod,Parion,2170.35,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
2032360b-a53c-47c8-bed5-38435e3e1236,Sequoia,2008,Goldenrod,Gunungtua,2527.27,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
4be9824e-ce8e-4694-9de4-960ddcb928ab,Express,2006,Pink,Krajan Kinanti,2941.94,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
4b27f242-9787-4737-b7eb-4e6ea2e1103a,Mohave/Borrego,2009,Khaki,Petrovice u Karviné,480.74,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
87d39b34-b6be-44cf-9c05-7ed5e28f1912,Sunbird,1994,Khaki,Cisewu,620.52,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
f467a2d6-e3e7-4a40-8690-3a2c9238d7af,B-Series,1987,Aquamarine,Thị Trấn Quảng Uyên,427.89,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
09069737-84f9-4f0d-b672-1ffce472e979,Escort,1999,Green,Ngembul,1623.40,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
50431a19-7ba7-4861-8eb6-e0940da4123c,Prelude,1992,Yellow,Dalupirip,3887.04,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
f9577b80-772c-4d10-98e6-0239b876944c,Commander,2007,Indigo,Casais de Vera Cruz,1512.88,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
4dcfabd7-5fe3-4649-a113-f31d193ec55f,Oasis,1999,Yellow,Vertientes,1696.67,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
c29cd0db-4df6-407c-bcb7-9e4ed7979d2e,GTI,1991,Red,Taung,3367.11,In congue. Etiam justo. Etiam pretium iaculis justo.
4d28028d-8db3-434b-9b35-8aa3bbb07f14,Murciélago,2010,Maroon,Plalar,465.49,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
b35853a3-ac60-4ced-8833-8319029e133f,Silverado,2006,Pink,Xibei,2116.73,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
13f46dde-7069-4e8e-946c-f8412883275a,Freelander,2008,Indigo,Joliet,2243.91,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
38a2dfae-59b2-4562-8a04-ba8c785e6bd3,Concorde,1994,Indigo,Karlshamn,3076.87,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
3fb07314-cc31-49f8-b5ed-704850ceb071,xB,2008,Yellow,Libertad,922.29,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
25437839-9247-4679-b430-735ffed872ea,TL,1998,Crimson,Kidal,3603.57,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
7a0ee21f-1e46-4a13-90a7-bd53c3563182,500SL,1992,Pink,Tlogowungu,1471.15,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
7e083e13-1f19-425c-9c9b-01dbc4ad872a,Escort,1988,Violet,Selajambe Satu,331.76,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
5cae9142-2093-413e-9336-3db9473ea4d4,Titan,2010,Goldenrod,Shakhta,3625.04,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
499215ac-2ad5-4486-8ce1-a78286c292e3,E-Series,1986,Khaki,Kungsbacka,3282.11,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
0c4143cc-fbdc-41a3-b5de-ef36c445f352,Aveo,2008,Indigo,Huinca Renancó,856.08,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
903fdf4c-543e-4a61-bd8d-cf9d0b153247,MKS,2009,Mauv,Ledenice,443.78,Fusce consequat. Nulla nisl. Nunc nisl.
751e087b-52cf-4b03-8b0c-330aa9a7b2f6,Capri,1992,Crimson,Leceia,514.62,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
f510d0f8-a746-41ad-bfa8-4a0b9ce923ed,Suburban 2500,2010,Red,Miskolc,1224.26,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
ed305c3e-e0d5-41dd-8c6d-4aabb5993b34,GT,2006,Teal,Ivatsevichy,222.61,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
3bf3b0bf-af30-40a4-a730-e5f4010ede7a,Aviator,2003,Fuscia,Pulau Tiga,1836.99,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
3ff2f1e6-885e-41fe-aacb-c79417d1d910,Bonneville,1966,Khaki,Vnorovy,1314.99,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
abaa558c-33ca-4520-95c0-ea8f592be586,Eclipse,2012,Turquoise,Ḏânan,3966.22,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
526d149e-d5ed-4c5f-9cfd-c709d4e56cf9,Challenger,2002,Red,Piltown,1348.19,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
f573293a-0cf6-4592-9a58-5fcb4e56b37a,Tracker,2001,Pink,Araulí,2586.70,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
7e9372c9-0d4b-498b-86c7-caf72f1ee4bc,Bonneville,1989,Teal,Gardutanjak,1738.83,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
a43de57f-7b82-47b8-a8f8-273200b15f50,Tundra,2005,Maroon,Maqiu,339.00,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
f6548f60-6ba3-4e28-8b8b-3d0fdd5a9c93,Tempest,1965,Goldenrod,Na Di,3541.69,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
cc74f057-be4a-400f-80ee-30f4369097f7,SLK-Class,2009,Teal,Xincheng,1568.23,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
5e449c09-e00d-46e7-a78b-4d0a72f99ccd,Vandura 1500,1993,Goldenrod,Yuelai,3575.05,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
7d827731-1e1b-4603-8ff2-4ae5a879cb98,Entourage,2007,Maroon,Al Ḩarajah,2022.17,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
7cfd8db6-dc51-49a0-974b-00aac4cc1867,C/V,2012,Teal,Kenitra,2074.55,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
07bc28f0-0aea-4174-8ab3-7a29c563e34c,Explorer,2012,Goldenrod,Villa Ojo de Agua,1849.99,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
e58bab36-a277-4690-bcb3-d72b16bff21f,Escort,1987,Teal,Pingfeng,2801.84,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
f679673a-c84c-4978-8274-9bfda9b70b34,Charger,2011,Indigo,Temyasovo,2531.68,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
6ef22e55-d02c-4ba5-8b21-d63fbe85f01b,3 Series,2002,Maroon,Faisalābād,3689.45,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
03362b3a-b6f2-493d-84c5-eb8f8141b9ca,M,2002,Violet,Ljusdal,886.10,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
88a86359-129c-4dc9-b341-669476bc32ee,Roadmaster,1992,Pink,Göteborg,2972.06,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
0a98cd2e-37dc-41fc-a57a-e46c33230a91,Mighty Max,1996,Orange,Andradina,2488.15,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
a8b7ba36-2e39-4251-b85c-7d79c1106197,Maxima,2009,Crimson,Vale de Figueira,938.67,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
6eeb05d7-ed93-4ca2-9510-52c1e749941c,Suburban 2500,1995,Goldenrod,Wanglian,3606.65,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
cd58e0be-5220-4fc8-8962-398fbb055bb1,Biturbo,1984,Crimson,Concepción del Bermejo,3909.74,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
9c24d1e2-8879-4eec-bfdc-db02d67d4a63,Sidekick,1996,Aquamarine,Pogwizdów,1642.95,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
f5eca871-d676-49d5-8159-4b82573a3cda,Corvette,1988,Khaki,Tchintabaraden,231.36,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
d4a97c83-1f28-492c-83e8-23b570c6399a,Brat,1986,Mauv,Cầu Giấy,473.04,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
388733c7-bd2a-4689-a9ae-c029f95f1f2e,S-Series,2001,Puce,Sang-e Chārak,2813.40,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
8abf98e5-257b-4a49-b9ec-8c7e0c19e734,Windstar,2004,Aquamarine,Ghāt,691.77,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
e2be265f-ac24-4db9-ab91-2dd89bcacbaa,Elise,2007,Yellow,Alicia,1639.83,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
cbaf0d07-026f-49e6-89ff-7bbafa8b0a77,Riviera,1985,Puce,Hwasun,815.47,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
e0bba53a-7bf2-478b-979f-5b45f0331883,Chariot,1988,Red,Bara Datu,3371.85,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
0c5575b3-69bc-498e-bee7-de9b6bf169ee,Cavalier,1996,Orange,Asino,207.22,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
12a68c7f-cc7c-4374-a9ee-08fe40001415,Expo,1993,Blue,Mercedes,3649.20,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
3b6c89b3-8aed-432d-9b68-3ccf00da8549,LaCrosse,2009,Crimson,Xinsheng,142.01,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
c54bc7fe-793d-4abb-b9bd-1182a22590f7,Tiguan,2010,Teal,Lingyuan,1127.87,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
682eb35d-072f-4f93-9864-03c558a0a7f0,Quest,2007,Indigo,Ar Rubū‘,3792.66,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
7ba4e004-9b04-4550-bbf0-1454290ec972,Escort ZX2,2003,Mauv,Cikawung,2377.51,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
e23c5e93-f5a5-45d5-be53-5afec712f3b3,Routan,2009,Khaki,San Lorenzo,2361.73,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
7c67dd94-4f42-4f65-bc4e-d268834af331,200,1991,Orange,Sasa,3384.66,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
65b3b484-884d-4769-9a78-7e478b3c8f7d,Riviera,1998,Red,Icononzo,1468.60,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
cd95648d-425d-436a-b43d-5fc7c63ff6ef,E-Series,1991,Indigo,Sinegorskiy,3720.33,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
a8b73a67-2267-4d94-835a-a699662b9b83,Freelander,2011,Khaki,Grand Rapids,134.63,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
827f425a-b944-45ca-a5c7-cf37af38be2d,9-2X,2005,Red,Tomaszów Mazowiecki,1044.05,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
87713f5b-25d3-4ac3-8eda-91bbe5b27d5c,Regal,2003,Fuscia,Klinan,1724.61,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
cac82df7-4f7a-4518-8eee-c74c85a7e208,Prelude,1986,Yellow,Frankfurt am Main,525.79,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
5b5a1dc0-6475-46f9-98c8-bdc47fd09d25,Veracruz,2007,Teal,Kyriáki,1001.27,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
9739ccd0-4a53-4918-8c6e-f0d82e7ebbd4,New Beetle,2007,Purple,Dongyangzhen,591.68,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
8e4be0f5-b2d8-47b7-ab1f-7587bc36f351,Corvette,1993,Goldenrod,Blimbing,387.40,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
42cfdf39-e7ad-46b7-9abe-7c98ace66c90,Bonneville,1997,Turquoise,Al Bāriqīyah,2090.46,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
a968d224-90e3-4ddc-80d1-2b514fd8a062,Civic,2007,Yellow,Borisovka,3780.23,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
71a48c7d-ef37-4448-8b51-da80561ce7d2,G25,2011,Yellow,Vrbovec,178.24,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
4acd2fc6-6e3c-4dcd-b375-44700ffa43f9,Miata MX-5,2012,Indigo,Mhango,173.23,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
8cf51b6b-0d01-4c07-a757-3b7cfe7ca727,CR-V,2008,Aquamarine,Malabonot,2925.83,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
